State,Year,Quarter,District,Registered_users
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Daman,191432
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Diu,18234
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Dadra and Nagar Haveli,328125
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Daman,199267
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Diu,18972
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Dadra and Nagar Haveli,341846
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Daman,207437
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Diu,19752
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Dadra and Nagar Haveli,354944
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Daman,215319
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Diu,20497
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Dadra and Nagar Haveli,83987
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Daman,51093
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Diu,5452
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Dadra and Nagar Haveli,94382
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Daman,58005
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Diu,6193
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Dadra and Nagar Haveli,105329
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Daman,64854
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Diu,6746
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Dadra and Nagar Haveli,117805
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Daman,72470
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Diu,7323
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Dadra and Nagar Haveli,192262
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Daman,117728
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Diu,11406
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Dadra and Nagar Haveli,206516
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Daman,126258
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Diu,12220
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Dadra and Nagar Haveli,222731
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Daman,135976
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Diu,13167
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Dadra and Nagar Haveli,239110
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Daman,145806
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Diu,14047
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Dadra and Nagar Haveli,130255
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Daman,80329
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Diu,7912
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Dadra and Nagar Haveli,146003
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Daman,90016
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Diu,8795
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Dadra and Nagar Haveli,160183
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Daman,98108
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Diu,9655
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Dadra and Nagar Haveli,177432
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Daman,108511
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Diu,10550
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Dadra and Nagar Haveli,32028
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Daman,18677
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Diu,2553
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Dadra and Nagar Haveli,43085
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Daman,25144
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Diu,3229
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Dadra and Nagar Haveli,55626
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Daman,32651
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Diu,3830
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Dadra and Nagar Haveli,69833
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Daman,42069
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Diu,4609
ladakh,2022,1,Leh Ladakh,71173
ladakh,2022,1,Kargil,21319
ladakh,2022,2,Leh Ladakh,75042
ladakh,2022,2,Kargil,22475
ladakh,2022,3,Leh Ladakh,78769
ladakh,2022,3,Kargil,23530
ladakh,2022,4,Leh Ladakh,82011
ladakh,2022,4,Kargil,24326
ladakh,2024,1,Leh Ladakh,99940
ladakh,2024,1,Kargil,30130
ladakh,2024,2,Leh Ladakh,103519
ladakh,2024,2,Kargil,31183
ladakh,2024,3,Leh Ladakh,142693
ladakh,2024,3,Kargil,51453
ladakh,2024,4,Leh Ladakh,141456
ladakh,2024,4,Kargil,52268
ladakh,2023,1,Leh Ladakh,85582
ladakh,2023,1,Kargil,25409
ladakh,2023,2,Leh Ladakh,89148
ladakh,2023,2,Kargil,26588
ladakh,2023,3,Leh Ladakh,92688
ladakh,2023,3,Kargil,27747
ladakh,2023,4,Leh Ladakh,96066
ladakh,2023,4,Kargil,28762
ladakh,2019,1,Leh Ladakh,23891
ladakh,2019,1,Kargil,5758
ladakh,2019,2,Leh Ladakh,28390
ladakh,2019,2,Kargil,7126
ladakh,2019,3,Leh Ladakh,31455
ladakh,2019,3,Kargil,7718
ladakh,2019,4,Leh Ladakh,34770
ladakh,2019,4,Kargil,8338
ladakh,2021,1,Leh Ladakh,54095
ladakh,2021,1,Kargil,15824
ladakh,2021,2,Leh Ladakh,57971
ladakh,2021,2,Kargil,17077
ladakh,2021,3,Leh Ladakh,62633
ladakh,2021,3,Kargil,18577
ladakh,2021,4,Leh Ladakh,67049
ladakh,2021,4,Kargil,20008
ladakh,2020,1,Leh Ladakh,38079
ladakh,2020,1,Kargil,9711
ladakh,2020,2,Leh Ladakh,41782
ladakh,2020,2,Kargil,11252
ladakh,2020,3,Leh Ladakh,45587
ladakh,2020,3,Kargil,12814
ladakh,2020,4,Leh Ladakh,50252
ladakh,2020,4,Kargil,14601
ladakh,2018,1,Leh Ladakh,7255
ladakh,2018,1,Kargil,1529
ladakh,2018,2,Leh Ladakh,10733
ladakh,2018,2,Kargil,2185
ladakh,2018,3,Leh Ladakh,14617
ladakh,2018,3,Kargil,3132
ladakh,2018,4,Leh Ladakh,19447
ladakh,2018,4,Kargil,4436
assam,2022,1,Kamrup Metropolitan,767859
assam,2022,1,Nagaon,268636
assam,2022,1,Barpeta,238871
assam,2022,1,Cachar,230089
assam,2022,1,Sonitpur,211236
assam,2022,1,Dibrugarh,210525
assam,2022,1,Kamrup,198189
assam,2022,1,Tinsukia,179301
assam,2022,1,Jorhat,154589
assam,2022,1,Dhubri,137698
assam,2022,2,Kamrup Metropolitan,810057
assam,2022,2,Nagaon,284558
assam,2022,2,Barpeta,253194
assam,2022,2,Cachar,243727
assam,2022,2,Sonitpur,223514
assam,2022,2,Dibrugarh,222494
assam,2022,2,Kamrup,210048
assam,2022,2,Tinsukia,189633
assam,2022,2,Jorhat,163307
assam,2022,2,Dhubri,146304
assam,2022,3,Kamrup Metropolitan,854019
assam,2022,3,Nagaon,300653
assam,2022,3,Barpeta,267667
assam,2022,3,Cachar,257370
assam,2022,3,Sonitpur,235752
assam,2022,3,Dibrugarh,234149
assam,2022,3,Kamrup,221721
assam,2022,3,Tinsukia,199942
assam,2022,3,Jorhat,171824
assam,2022,3,Dhubri,154896
assam,2022,4,Kamrup Metropolitan,897245
assam,2022,4,Nagaon,314901
assam,2022,4,Barpeta,280479
assam,2022,4,Cachar,269556
assam,2022,4,Sonitpur,246327
assam,2022,4,Dibrugarh,244755
assam,2022,4,Kamrup,231849
assam,2022,4,Tinsukia,209247
assam,2022,4,Jorhat,179437
assam,2022,4,Dhubri,162126
assam,2024,1,Kamrup Metropolitan,1092571
assam,2024,1,Nagaon,392625
assam,2024,1,Barpeta,348707
assam,2024,1,Cachar,334056
assam,2024,1,Sonitpur,304871
assam,2024,1,Dibrugarh,302007
assam,2024,1,Kamrup,288710
assam,2024,1,Tinsukia,259521
assam,2024,1,Jorhat,221581
assam,2024,1,Dhubri,202576
assam,2024,2,Kamrup Metropolitan,1134211
assam,2024,2,Nagaon,408632
assam,2024,2,Barpeta,362595
assam,2024,2,Cachar,347107
assam,2024,2,Sonitpur,316789
assam,2024,2,Dibrugarh,313699
assam,2024,2,Kamrup,300373
assam,2024,2,Tinsukia,269522
assam,2024,2,Jorhat,230436
assam,2024,2,Dhubri,210719
assam,2024,3,Kamrup Metropolitan,1334268
assam,2024,3,Nagaon,558602
assam,2024,3,Barpeta,540352
assam,2024,3,Kamrup,503346
assam,2024,3,Cachar,503200
assam,2024,3,Dhubri,457560
assam,2024,3,Dibrugarh,373759
assam,2024,3,Sonitpur,360775
assam,2024,3,Goalpara,350819
assam,2024,3,Tinsukia,350223
assam,2024,4,Kamrup Metropolitan,1380871
assam,2024,4,Nagaon,580140
assam,2024,4,Barpeta,558059
assam,2024,4,Cachar,522779
assam,2024,4,Kamrup,522595
assam,2024,4,Dhubri,473943
assam,2024,4,Dibrugarh,387487
assam,2024,4,Sonitpur,374004
assam,2024,4,Goalpara,363792
assam,2024,4,Tinsukia,363224
assam,2023,1,Kamrup Metropolitan,938802
assam,2023,1,Nagaon,330283
assam,2023,1,Barpeta,294210
assam,2023,1,Cachar,282643
assam,2023,1,Sonitpur,258067
assam,2023,1,Dibrugarh,256050
assam,2023,1,Kamrup,242982
assam,2023,1,Tinsukia,219077
assam,2023,1,Jorhat,187799
assam,2023,1,Dhubri,170279
assam,2023,2,Kamrup Metropolitan,975409
assam,2023,2,Nagaon,345756
assam,2023,2,Barpeta,307888
assam,2023,2,Cachar,295315
assam,2023,2,Sonitpur,269578
assam,2023,2,Dibrugarh,267326
assam,2023,2,Kamrup,254290
assam,2023,2,Tinsukia,228972
assam,2023,2,Jorhat,196116
assam,2023,2,Dhubri,178594
assam,2023,3,Kamrup Metropolitan,1014178
assam,2023,3,Nagaon,360999
assam,2023,3,Barpeta,321557
assam,2023,3,Cachar,308182
assam,2023,3,Sonitpur,281112
assam,2023,3,Dibrugarh,278740
assam,2023,3,Kamrup,265357
assam,2023,3,Tinsukia,239058
assam,2023,3,Jorhat,204393
assam,2023,3,Dhubri,186435
assam,2023,4,Kamrup Metropolitan,1050970
assam,2023,4,Nagaon,375835
assam,2023,4,Barpeta,334209
assam,2023,4,Cachar,320070
assam,2023,4,Sonitpur,291996
assam,2023,4,Dibrugarh,289409
assam,2023,4,Kamrup,276067
assam,2023,4,Tinsukia,248429
assam,2023,4,Jorhat,212335
assam,2023,4,Dhubri,193881
assam,2019,1,Kamrup Metropolitan,255112
assam,2019,1,Barpeta,67729
assam,2019,1,Nagaon,66306
assam,2019,1,Cachar,64241
assam,2019,1,Dibrugarh,62656
assam,2019,1,Sonitpur,62218
assam,2019,1,Kamrup,54910
assam,2019,1,Tinsukia,51108
assam,2019,1,Jorhat,48594
assam,2019,1,Dhubri,36652
assam,2019,2,Kamrup Metropolitan,299219
assam,2019,2,Barpeta,80544
assam,2019,2,Nagaon,79322
assam,2019,2,Cachar,76533
assam,2019,2,Dibrugarh,74342
assam,2019,2,Sonitpur,73717
assam,2019,2,Kamrup,65883
assam,2019,2,Tinsukia,60548
assam,2019,2,Jorhat,56713
assam,2019,2,Dhubri,43396
assam,2019,3,Kamrup Metropolitan,340588
assam,2019,3,Nagaon,100993
assam,2019,3,Barpeta,92001
assam,2019,3,Cachar,88048
assam,2019,3,Dibrugarh,84029
assam,2019,3,Sonitpur,83930
assam,2019,3,Kamrup,75174
assam,2019,3,Tinsukia,68999
assam,2019,3,Jorhat,63858
assam,2019,3,Dhubri,48953
assam,2019,4,Kamrup Metropolitan,373761
assam,2019,4,Nagaon,114296
assam,2019,4,Barpeta,103248
assam,2019,4,Cachar,98890
assam,2019,4,Sonitpur,93662
assam,2019,4,Dibrugarh,93614
assam,2019,4,Kamrup,84609
assam,2019,4,Tinsukia,76944
assam,2019,4,Jorhat,70809
assam,2019,4,Golaghat,54950
assam,2021,1,Kamrup Metropolitan,589688
assam,2021,1,Nagaon,200243
assam,2021,1,Barpeta,177789
assam,2021,1,Cachar,172056
assam,2021,1,Sonitpur,158555
assam,2021,1,Dibrugarh,158509
assam,2021,1,Kamrup,147671
assam,2021,1,Tinsukia,134067
assam,2021,1,Jorhat,116616
assam,2021,1,Dhubri,101643
assam,2021,2,Kamrup Metropolitan,630676
assam,2021,2,Nagaon,215750
assam,2021,2,Barpeta,191700
assam,2021,2,Cachar,185350
assam,2021,2,Dibrugarh,170604
assam,2021,2,Sonitpur,170519
assam,2021,2,Kamrup,159018
assam,2021,2,Tinsukia,144571
assam,2021,2,Jorhat,125247
assam,2021,2,Dhubri,109873
assam,2021,3,Kamrup Metropolitan,677223
assam,2021,3,Nagaon,233909
assam,2021,3,Barpeta,207997
assam,2021,3,Cachar,200721
assam,2021,3,Sonitpur,184448
assam,2021,3,Dibrugarh,184280
assam,2021,3,Kamrup,172652
assam,2021,3,Tinsukia,156657
assam,2021,3,Jorhat,135179
assam,2021,3,Dhubri,119554
assam,2021,4,Kamrup Metropolitan,723960
assam,2021,4,Nagaon,251340
assam,2021,4,Barpeta,223375
assam,2021,4,Cachar,215876
assam,2021,4,Sonitpur,198091
assam,2021,4,Dibrugarh,197521
assam,2021,4,Kamrup,185421
assam,2021,4,Tinsukia,168240
assam,2021,4,Jorhat,145111
assam,2021,4,Dhubri,128621
assam,2020,1,Kamrup Metropolitan,412013
assam,2020,1,Nagaon,129371
assam,2020,1,Barpeta,116286
assam,2020,1,Cachar,111470
assam,2020,1,Sonitpur,105050
assam,2020,1,Dibrugarh,104663
assam,2020,1,Kamrup,95973
assam,2020,1,Tinsukia,86763
assam,2020,1,Jorhat,78731
assam,2020,1,Dhubri,62477
assam,2020,2,Kamrup Metropolitan,457023
assam,2020,2,Nagaon,151932
assam,2020,2,Barpeta,135525
assam,2020,2,Cachar,129067
assam,2020,2,Sonitpur,121435
assam,2020,2,Dibrugarh,121028
assam,2020,2,Kamrup,112992
assam,2020,2,Tinsukia,101864
assam,2020,2,Jorhat,90601
assam,2020,2,Dhubri,76285
assam,2020,3,Kamrup Metropolitan,499403
assam,2020,3,Nagaon,168903
assam,2020,3,Barpeta,150166
assam,2020,3,Cachar,143851
assam,2020,3,Dibrugarh,134339
assam,2020,3,Sonitpur,134006
assam,2020,3,Kamrup,124944
assam,2020,3,Tinsukia,113239
assam,2020,3,Jorhat,99517
assam,2020,3,Dhubri,84816
assam,2020,4,Kamrup Metropolitan,546458
assam,2020,4,Nagaon,185101
assam,2020,4,Barpeta,164341
assam,2020,4,Cachar,158821
assam,2020,4,Dibrugarh,147001
assam,2020,4,Sonitpur,146796
assam,2020,4,Kamrup,136799
assam,2020,4,Tinsukia,124067
assam,2020,4,Jorhat,108380
assam,2020,4,Dhubri,93699
assam,2018,1,Kamrup Metropolitan,87336
assam,2018,1,Dibrugarh,21182
assam,2018,1,Barpeta,20485
assam,2018,1,Nagaon,19619
assam,2018,1,Cachar,19567
assam,2018,1,Sonitpur,18986
assam,2018,1,Jorhat,16442
assam,2018,1,Tinsukia,15998
assam,2018,1,Kamrup,15241
assam,2018,1,Dhubri,11421
assam,2018,2,Kamrup Metropolitan,124720
assam,2018,2,Dibrugarh,30527
assam,2018,2,Barpeta,29882
assam,2018,2,Nagaon,29412
assam,2018,2,Cachar,29381
assam,2018,2,Sonitpur,28409
assam,2018,2,Tinsukia,23900
assam,2018,2,Jorhat,23683
assam,2018,2,Kamrup,23595
assam,2018,2,Dhubri,16701
assam,2018,3,Kamrup Metropolitan,164101
assam,2018,3,Barpeta,41158
assam,2018,3,Cachar,40888
assam,2018,3,Dibrugarh,40711
assam,2018,3,Nagaon,40687
assam,2018,3,Sonitpur,38797
assam,2018,3,Kamrup,33197
assam,2018,3,Tinsukia,32870
assam,2018,3,Jorhat,32134
assam,2018,3,Dhubri,22705
assam,2018,4,Kamrup Metropolitan,214212
assam,2018,4,Barpeta,55068
assam,2018,4,Nagaon,54395
assam,2018,4,Cachar,53209
assam,2018,4,Dibrugarh,52539
assam,2018,4,Sonitpur,51420
assam,2018,4,Kamrup,44868
assam,2018,4,Tinsukia,42624
assam,2018,4,Jorhat,41100
assam,2018,4,Dhubri,30132
meghalaya,2022,1,East Khasi Hills,102838
meghalaya,2022,1,West Garo Hills,55028
meghalaya,2022,1,Ribhoi,25112
meghalaya,2022,1,East Jaintia Hills,18301
meghalaya,2022,1,West Jaintia Hills,11952
meghalaya,2022,1,North Garo Hills,8795
meghalaya,2022,1,South West Garo Hills,8758
meghalaya,2022,1,East Garo Hills,8578
meghalaya,2022,1,South Garo Hills,7508
meghalaya,2022,1,West Khasi Hills,6839
meghalaya,2022,2,East Khasi Hills,108330
meghalaya,2022,2,West Garo Hills,58178
meghalaya,2022,2,Ribhoi,26541
meghalaya,2022,2,East Jaintia Hills,19314
meghalaya,2022,2,West Jaintia Hills,12593
meghalaya,2022,2,North Garo Hills,9312
meghalaya,2022,2,South West Garo Hills,9266
meghalaya,2022,2,East Garo Hills,9052
meghalaya,2022,2,South Garo Hills,7922
meghalaya,2022,2,West Khasi Hills,7196
meghalaya,2022,3,East Khasi Hills,113816
meghalaya,2022,3,West Garo Hills,61273
meghalaya,2022,3,Ribhoi,27844
meghalaya,2022,3,East Jaintia Hills,20320
meghalaya,2022,3,West Jaintia Hills,13176
meghalaya,2022,3,North Garo Hills,9773
meghalaya,2022,3,South West Garo Hills,9735
meghalaya,2022,3,East Garo Hills,9484
meghalaya,2022,3,South Garo Hills,8265
meghalaya,2022,3,West Khasi Hills,7493
meghalaya,2022,4,East Khasi Hills,118978
meghalaya,2022,4,West Garo Hills,63792
meghalaya,2022,4,Ribhoi,29041
meghalaya,2022,4,East Jaintia Hills,21201
meghalaya,2022,4,West Jaintia Hills,13633
meghalaya,2022,4,North Garo Hills,10145
meghalaya,2022,4,South West Garo Hills,10062
meghalaya,2022,4,East Garo Hills,9846
meghalaya,2022,4,South Garo Hills,8553
meghalaya,2022,4,West Khasi Hills,7705
meghalaya,2024,1,East Khasi Hills,145281
meghalaya,2024,1,West Garo Hills,79443
meghalaya,2024,1,Ribhoi,36099
meghalaya,2024,1,East Jaintia Hills,26338
meghalaya,2024,1,West Jaintia Hills,17113
meghalaya,2024,1,South West Garo Hills,12769
meghalaya,2024,1,North Garo Hills,12685
meghalaya,2024,1,East Garo Hills,12249
meghalaya,2024,1,South Garo Hills,10792
meghalaya,2024,1,West Khasi Hills,9685
meghalaya,2024,2,East Khasi Hills,150809
meghalaya,2024,2,West Garo Hills,82499
meghalaya,2024,2,Ribhoi,37444
meghalaya,2024,2,East Jaintia Hills,27419
meghalaya,2024,2,West Jaintia Hills,17766
meghalaya,2024,2,South West Garo Hills,13255
meghalaya,2024,2,North Garo Hills,13156
meghalaya,2024,2,East Garo Hills,12734
meghalaya,2024,2,South Garo Hills,11161
meghalaya,2024,2,West Khasi Hills,10013
meghalaya,2024,3,East Khasi Hills,177957
meghalaya,2024,3,West Garo Hills,129037
meghalaya,2024,3,Ri Bhoi,62726
meghalaya,2024,3,East Jaintia Hills,41061
meghalaya,2024,3,South West Garo Hills,27906
meghalaya,2024,3,North Garo Hills,25555
meghalaya,2024,3,East Garo Hills,23080
meghalaya,2024,3,West Jaintia Hills,22926
meghalaya,2024,3,South Garo Hills,18167
meghalaya,2024,3,West Khasi Hills,9967
meghalaya,2024,4,East Khasi Hills,184163
meghalaya,2024,4,West Garo Hills,134833
meghalaya,2024,4,Ri Bhoi,65395
meghalaya,2024,4,East Jaintia Hills,42383
meghalaya,2024,4,South West Garo Hills,29222
meghalaya,2024,4,North Garo Hills,26823
meghalaya,2024,4,East Garo Hills,24279
meghalaya,2024,4,West Jaintia Hills,23920
meghalaya,2024,4,South Garo Hills,19117
meghalaya,2024,4,West Khasi Hills,10476
meghalaya,2023,1,East Khasi Hills,124181
meghalaya,2023,1,West Garo Hills,66808
meghalaya,2023,1,Ribhoi,30369
meghalaya,2023,1,East Jaintia Hills,22122
meghalaya,2023,1,West Jaintia Hills,14218
meghalaya,2023,1,North Garo Hills,10580
meghalaya,2023,1,South West Garo Hills,10504
meghalaya,2023,1,East Garo Hills,10235
meghalaya,2023,1,South Garo Hills,8897
meghalaya,2023,1,West Khasi Hills,7981
meghalaya,2023,2,East Khasi Hills,129260
meghalaya,2023,2,West Garo Hills,69925
meghalaya,2023,2,Ribhoi,31744
meghalaya,2023,2,East Jaintia Hills,23231
meghalaya,2023,2,West Jaintia Hills,14912
meghalaya,2023,2,North Garo Hills,11135
meghalaya,2023,2,South West Garo Hills,11073
meghalaya,2023,2,East Garo Hills,10727
meghalaya,2023,2,South Garo Hills,9386
meghalaya,2023,2,West Khasi Hills,8423
meghalaya,2023,3,East Khasi Hills,134378
meghalaya,2023,3,West Garo Hills,73025
meghalaya,2023,3,Ribhoi,33175
meghalaya,2023,3,East Jaintia Hills,24260
meghalaya,2023,3,West Jaintia Hills,15633
meghalaya,2023,3,South West Garo Hills,11626
meghalaya,2023,3,North Garo Hills,11624
meghalaya,2023,3,East Garo Hills,11212
meghalaya,2023,3,South Garo Hills,9809
meghalaya,2023,3,West Khasi Hills,8831
meghalaya,2023,4,East Khasi Hills,139387
meghalaya,2023,4,West Garo Hills,75911
meghalaya,2023,4,Ribhoi,34488
meghalaya,2023,4,East Jaintia Hills,25185
meghalaya,2023,4,West Jaintia Hills,16280
meghalaya,2023,4,South West Garo Hills,12113
meghalaya,2023,4,North Garo Hills,12086
meghalaya,2023,4,East Garo Hills,11648
meghalaya,2023,4,South Garo Hills,10230
meghalaya,2023,4,West Khasi Hills,9182
meghalaya,2019,1,East Khasi Hills,27937
meghalaya,2019,1,West Garo Hills,12932
meghalaya,2019,1,Ribhoi,6543
meghalaya,2019,1,East Jaintia Hills,4643
meghalaya,2019,1,West Jaintia Hills,2276
meghalaya,2019,1,North Garo Hills,1482
meghalaya,2019,1,South West Garo Hills,1434
meghalaya,2019,1,East Garo Hills,1424
meghalaya,2019,1,South Garo Hills,1296
meghalaya,2019,1,West Khasi Hills,1191
meghalaya,2019,2,East Khasi Hills,33377
meghalaya,2019,2,West Garo Hills,15673
meghalaya,2019,2,Ribhoi,7894
meghalaya,2019,2,East Jaintia Hills,5580
meghalaya,2019,2,West Jaintia Hills,2846
meghalaya,2019,2,North Garo Hills,1965
meghalaya,2019,2,South West Garo Hills,1902
meghalaya,2019,2,East Garo Hills,1855
meghalaya,2019,2,South Garo Hills,1640
meghalaya,2019,2,West Khasi Hills,1566
meghalaya,2019,3,East Khasi Hills,38761
meghalaya,2019,3,West Garo Hills,18509
meghalaya,2019,3,Ribhoi,9007
meghalaya,2019,3,East Jaintia Hills,6371
meghalaya,2019,3,West Jaintia Hills,3346
meghalaya,2019,3,North Garo Hills,2403
meghalaya,2019,3,East Garo Hills,2313
meghalaya,2019,3,South West Garo Hills,2306
meghalaya,2019,3,South Garo Hills,2020
meghalaya,2019,3,West Khasi Hills,1838
meghalaya,2019,4,East Khasi Hills,43484
meghalaya,2019,4,West Garo Hills,21300
meghalaya,2019,4,Ribhoi,10308
meghalaya,2019,4,East Jaintia Hills,7343
meghalaya,2019,4,West Jaintia Hills,3946
meghalaya,2019,4,North Garo Hills,2871
meghalaya,2019,4,East Garo Hills,2788
meghalaya,2019,4,South West Garo Hills,2757
meghalaya,2019,4,South Garo Hills,2434
meghalaya,2019,4,West Khasi Hills,2180
meghalaya,2021,1,East Khasi Hills,78429
meghalaya,2021,1,West Garo Hills,40993
meghalaya,2021,1,Ribhoi,18641
meghalaya,2021,1,East Jaintia Hills,13460
meghalaya,2021,1,West Jaintia Hills,8665
meghalaya,2021,1,North Garo Hills,6392
meghalaya,2021,1,South West Garo Hills,6276
meghalaya,2021,1,East Garo Hills,6237
meghalaya,2021,1,South Garo Hills,5439
meghalaya,2021,1,West Khasi Hills,4858
meghalaya,2021,2,East Khasi Hills,84124
meghalaya,2021,2,West Garo Hills,44151
meghalaya,2021,2,Ribhoi,20098
meghalaya,2021,2,East Jaintia Hills,14530
meghalaya,2021,2,West Jaintia Hills,9409
meghalaya,2021,2,North Garo Hills,6951
meghalaya,2021,2,South West Garo Hills,6835
meghalaya,2021,2,East Garo Hills,6754
meghalaya,2021,2,South Garo Hills,5922
meghalaya,2021,2,West Khasi Hills,5296
meghalaya,2021,3,East Khasi Hills,90505
meghalaya,2021,3,West Garo Hills,47869
meghalaya,2021,3,Ribhoi,21875
meghalaya,2021,3,East Jaintia Hills,15847
meghalaya,2021,3,West Jaintia Hills,10337
meghalaya,2021,3,North Garo Hills,7584
meghalaya,2021,3,South West Garo Hills,7531
meghalaya,2021,3,East Garo Hills,7389
meghalaya,2021,3,South Garo Hills,6442
meghalaya,2021,3,West Khasi Hills,5884
meghalaya,2021,4,East Khasi Hills,96942
meghalaya,2021,4,West Garo Hills,51617
meghalaya,2021,4,Ribhoi,23562
meghalaya,2021,4,East Jaintia Hills,17115
meghalaya,2021,4,West Jaintia Hills,11189
meghalaya,2021,4,North Garo Hills,8212
meghalaya,2021,4,South West Garo Hills,8197
meghalaya,2021,4,East Garo Hills,8015
meghalaya,2021,4,South Garo Hills,7005
meghalaya,2021,4,West Khasi Hills,6428
meghalaya,2020,1,East Khasi Hills,49251
meghalaya,2020,1,West Garo Hills,24124
meghalaya,2020,1,Ribhoi,11689
meghalaya,2020,1,East Jaintia Hills,8368
meghalaya,2020,1,West Jaintia Hills,4530
meghalaya,2020,1,North Garo Hills,3311
meghalaya,2020,1,East Garo Hills,3251
meghalaya,2020,1,South West Garo Hills,3234
meghalaya,2020,1,South Garo Hills,2810
meghalaya,2020,1,West Khasi Hills,2522
meghalaya,2020,2,East Khasi Hills,57322
meghalaya,2020,2,West Garo Hills,29492
meghalaya,2020,2,Ribhoi,13550
meghalaya,2020,2,East Jaintia Hills,9695
meghalaya,2020,2,West Jaintia Hills,5717
meghalaya,2020,2,North Garo Hills,4318
meghalaya,2020,2,South West Garo Hills,4266
meghalaya,2020,2,East Garo Hills,4132
meghalaya,2020,2,South Garo Hills,3590
meghalaya,2020,2,West Khasi Hills,3195
meghalaya,2020,3,East Khasi Hills,65268
meghalaya,2020,3,West Garo Hills,34201
meghalaya,2020,3,Ribhoi,15427
meghalaya,2020,3,East Jaintia Hills,11084
meghalaya,2020,3,West Jaintia Hills,6997
meghalaya,2020,3,North Garo Hills,5242
meghalaya,2020,3,South West Garo Hills,5082
meghalaya,2020,3,East Garo Hills,5002
meghalaya,2020,3,South Garo Hills,4370
meghalaya,2020,3,West Khasi Hills,3899
meghalaya,2020,4,East Khasi Hills,72639
meghalaya,2020,4,West Garo Hills,37988
meghalaya,2020,4,Ribhoi,17198
meghalaya,2020,4,East Jaintia Hills,12337
meghalaya,2020,4,West Jaintia Hills,7968
meghalaya,2020,4,North Garo Hills,5914
meghalaya,2020,4,East Garo Hills,5777
meghalaya,2020,4,South West Garo Hills,5772
meghalaya,2020,4,South Garo Hills,5006
meghalaya,2020,4,West Khasi Hills,4484
meghalaya,2018,1,East Khasi Hills,9310
meghalaya,2018,1,West Garo Hills,3671
meghalaya,2018,1,Ribhoi,1891
meghalaya,2018,1,East Jaintia Hills,1419
